distance_km,traffic_level,road_block,ambulance_speed_kmph,emergency_severity,arrival_time_min
3.774,1,0,41.97,4,5.888
7.458,2,0,48.1,4,14.722
3.16,3,0,51.26,4,10.021
2.284,1,0,42.62,3,3.79
4.938,1,0,62.45,3,5.407
1.461,1,0,43.39,4,2.274
3.708,1,0,40.1,5,6.701
3.816,2,0,38.72,3,9.491
2.34,3,0,65.74,5,6.077
0.577,1,1,57.91,1,6.939
5.226,1,0,54.16,3,6.908
2.907,2,0,52.9,5,4.815
5.588,1,0,49.08,2,7.426
6.829,1,0,40.93,2,11.024
3.023,1,0,45.96,1,5.003
3.743,2,0,58.81,4,5.39
7.962,1,0,39.64,4,11.005
2.594,3,1,50.11,4,15.405
0.228,1,0,52.3,3,1.51
2.544,2,0,39.63,1,6.462
3.625,2,0,46.17,5,7.933
1.738,1,0,48.73,3,1.648
7.191,1,0,58.29,4,7.839
8.771,1,0,54.17,4,10.75
4.998,3,0,55.53,1,15.134
7.21,1,0,51.08,1,9.383
0.852,2,0,43.42,5,1.536
7.486,1,0,56.06,4,9.41
5.212,1,0,39.9,3,8.464
1.603,2,0,47.56,4,3.854
5.511,1,0,51.63,5,5.373
7.734,2,0,63.06,1,11.544
4.013,1,0,41.59,1,5.131
1.141,3,0,55.54,5,3.454
7.234,2,0,62.7,5,10.561
6.014,1,0,42.51,3,9.045
2.267,1,0,54.52,4,2.756
6.344,1,0,45.3,3,8.549
7.144,3,0,47.85,1,21.943
6.378,2,0,50.79,5,12.517
6.909,2,0,46.19,1,15.192
5.004,3,0,43.39,2,17.432
8.075,2,0,56.83,4,14.162
4.986,1,0,49.44,3,6.49
2.722,1,0,38.4,3,6.078
2.639,3,1,50.6,4,17.415
1.12,3,0,47.54,2,5.272
3.825,1,0,56.24,2,5.915
1.295,1,0,44.99,4,1.545
5.137,1,0,31.65,4,9.339
8.959,3,0,49.27,5,26.576
7.544,1,0,50.51,5,9.894
3.207,1,0,58.7,5,3.832
1.521,1,0,50.64,4,2.535
4.973,1,0,51.54,3,7.05
5.516,1,0,56.97,4,5.67
4.891,3,0,46.42,1,17.337
7.793,2,0,39.28,4,19.146
2.036,1,0,46.38,3,4.488
8.81,2,0,51.39,3,16.827
5.226,1,0,33.79,3,9.22
7.91,2,0,50.2,4,14.877
4.652,2,0,48.67,3,9.499
6.016,2,0,37.25,4,14.458
2.811,1,0,50.47,3,4.071
6.816,1,0,41.1,4,11.044
3.217,1,0,48.01,5,3.813
1.07,2,0,55.88,2,3.621
2.633,3,0,45.26,5,8.257
5.627,1,1,54.49,1,13.656
8.341,1,0,47.67,3,10.248
4.186,1,0,43.65,4,6.291
2.65,2,0,49.65,5,4.355
7.215,2,0,42.8,5,15.852
2.514,1,0,61.3,3,3.6
7.432,2,1,33.35,3,29.888
6.256,1,0,62.88,4,5.618
7.22,2,1,41.29,5,19.182
5.914,1,0,51.88,1,6.593
1.119,1,0,49.3,2,2.528
7.807,2,0,45.25,2,17.033
2.413,2,0,36.63,3,7.337
6.831,3,0,46.25,4,23.251
5.774,1,1,55.02,1,12.689
0.834,2,0,45.85,5,1.356
7.831,1,0,48.87,5,10.014
8.199,2,1,41.87,5,25.088
4.73,1,1,42.44,4,14.66
1.747,1,0,39.3,2,4.372
2.348,1,0,48.03,5,2.379
7.68,3,0,53.67,4,22.147
3.675,1,0,51.4,2,5.051
6.056,1,0,48.44,4,7.583
0.987,2,0,66.19,5,2.494
8.274,2,0,44.14,3,16.621
1.731,3,0,55.72,4,5.931
3.824,1,0,53.3,5,5.357
6.056,1,0,49.84,3,7.126
6.101,1,0,45.13,4,7.906
4.592,3,0,51.36,5,12.769
3.196,1,0,40.81,5,4.869
1.503,1,0,43.84,2,1.996
0.726,3,1,52.31,2,9.369
7.489,1,0,45.49,3,12.033
8.084,2,0,56.01,3,13.203
1.153,3,0,37.69,4,5.458
5.306,2,0,42.52,1,12.572
3.543,1,0,47.8,1,5.215
2.851,1,0,51.8,3,3.312
5.242,2,0,49.84,5,10.062
7.034,2,0,49.04,5,12.403
5.906,1,0,56.9,2,7.723
7.075,1,0,52.03,5,8.893
6.86,2,0,48.51,5,14.024
6.551,2,0,45.02,4,14.154
5.243,1,0,55.38,5,6.573
6.537,2,0,48.54,4,13.396
7.832,1,0,42.12,3,12.405
3.44,1,0,48.92,2,5.827
5.601,1,0,49.64,3,7.725
0.661,3,0,58.57,5,1.876
1.024,3,0,55.44,1,4.221
4.062,1,0,42.01,3,6.767
6.322,1,0,45.18,5,8.476
8.099,1,0,44.32,4,10.105
1.192,1,0,39.56,3,2.429
6.367,2,0,42.44,1,13.794
6.324,2,0,56.58,4,10.402
8.091,1,0,40.86,2,11.703
5.407,1,0,52.72,4,7.617
6.005,2,0,57.01,4,12.116
0.542,2,0,30.13,5,1.223
2.858,3,1,60.23,4,10.509
6.205,2,0,55.76,1,10.764
6.245,1,0,50.93,1,7.56
3.418,1,0,53.01,4,3.792
3.692,2,0,52.95,3,6.95
3.287,2,0,51.61,4,6.189
5.726,2,0,52.9,3,11.82
8.523,1,0,50.13,2,11.237
6.797,2,0,46.07,1,15.024
3.569,3,0,51.8,1,10.827
5.394,3,0,49.83,3,16.921
4.221,2,0,57.16,3,6.808
8.827,1,1,48.05,4,20.378
6.968,2,0,50.5,3,14.532
0.936,2,0,49.82,5,0.8
5.878,3,0,54.29,3,17.635
7.276,2,0,35.86,4,20.602
5.677,1,0,38.71,2,9.178
7.275,3,0,53.14,5,20.386
8.894,2,0,43.07,3,20.169
6.929,2,0,43.89,4,15.151
3.93,2,0,53.61,4,7.464
7.774,1,0,54.39,3,10.287
6.647,3,0,45.71,4,21.741
8.806,2,0,44.4,1,19.182
6.62,3,0,41.75,3,23.39
4.17,3,0,35.12,5,17.565
2.756,1,0,46.08,3,3.377
2.895,1,0,47.29,4,5.195
7.677,1,0,46.24,5,11.134
3.298,2,0,51.61,2,5.621
7.717,1,0,37.43,3,12.211
1.815,3,0,48.88,4,5.4
1.337,1,0,62.82,2,1.816
3.141,1,0,49.65,1,5.026
8.783,3,0,46.8,2,29.254
2.603,2,0,43.23,2,5.63
7.426,2,0,34.0,3,20.256
3.359,2,0,46.65,2,8.078
0.231,1,0,55.02,2,1.126
7.176,1,0,49.82,5,8.633
6.605,1,0,44.63,1,10.415
3.062,2,0,48.65,2,7.196
8.368,2,0,54.47,4,15.756
5.521,1,0,53.11,2,6.734
3.02,1,0,42.31,2,5.195
5.253,3,0,46.67,4,15.82
2.027,1,0,51.06,5,3.228
7.802,2,0,58.95,3,12.156
2.124,3,1,33.6,5,11.772
8.837,2,0,41.03,5,20.388
6.263,2,0,51.58,5,11.133
7.216,1,0,46.02,3,10.504
3.482,2,0,49.5,5,6.106
2.526,1,0,44.78,5,3.342
5.344,1,0,34.89,4,9.844
5.319,1,0,48.01,4,7.187
5.35,3,0,49.77,5,16.094
6.927,1,0,44.89,1,10.612
0.262,2,0,48.13,5,2.275
5.844,3,0,40.38,4,22.259
3.863,3,0,46.42,3,10.666
0.977,2,0,53.32,5,0.856
1.513,1,0,35.91,3,1.981
2.261,2,0,49.91,4,4.395
6.62,2,0,49.95,1,13.974
6.436,1,0,50.47,1,8.577
1.219,2,0,56.64,3,2.802
3.263,2,0,57.1,5,7.1
2.327,3,0,39.81,3,9.992
5.758,1,1,46.0,2,15.981
0.779,3,0,44.48,2,4.876
0.229,2,0,36.76,2,1.429
4.882,3,0,64.18,3,10.781
3.77,2,0,50.57,1,9.104
7.768,2,0,37.58,2,19.455
5.615,1,0,50.16,4,6.843
8.101,1,0,28.0,1,18.584
7.347,1,1,40.59,3,13.423
6.974,2,0,61.39,1,11.553
1.34,2,0,43.17,3,2.453
8.736,2,0,48.38,3,16.149
6.348,1,0,47.69,4,10.131
0.817,1,0,37.45,4,2.445
5.775,2,0,57.6,5,9.442
6.505,1,1,42.59,3,18.359
7.202,2,0,34.41,4,19.622
7.942,3,0,53.47,2,22.874
3.164,3,0,45.75,5,9.494
3.911,1,0,44.25,3,5.008
6.24,2,0,45.33,2,13.28
1.611,2,0,57.7,3,2.807
3.692,1,1,43.14,3,10.932
5.134,3,0,54.3,3,14.182
2.888,1,0,55.24,5,3.952
3.391,1,0,50.54,3,5.47
2.059,1,0,49.34,4,2.262
8.611,2,0,39.36,3,20.903
8.565,1,0,52.78,2,10.627
6.798,1,0,51.3,4,7.897
6.068,2,1,46.26,4,16.265
5.472,2,0,34.9,2,16.131
7.349,1,0,43.72,5,9.26
0.466,1,1,49.57,5,4.999
1.081,1,0,40.37,5,2.483
1.802,1,0,41.08,1,3.1
3.701,3,0,42.29,4,13.913
5.762,3,0,58.16,4,14.797
0.48,2,0,53.61,4,2.116
3.161,1,0,49.96,4,4.043
6.318,2,0,45.32,5,13.204
2.815,1,0,56.96,4,3.2
8.291,1,0,44.81,3,10.725
2.202,1,0,45.43,2,3.828
4.623,1,0,53.03,2,6.904
5.746,3,0,35.02,2,24.767
5.462,1,0,51.47,2,7.2
2.852,2,0,43.78,5,5.825
6.513,1,0,48.25,4,8.681
1.487,1,0,40.45,2,2.964
8.184,1,0,54.39,5,8.894
8.115,1,0,47.64,2,10.106
2.863,1,0,49.3,4,3.171
5.08,1,0,43.2,3,6.873
0.23,1,0,47.58,3,0.8
7.993,3,1,48.35,3,31.38
3.186,3,0,43.34,2,9.644
0.719,1,0,53.16,5,2.372
5.319,1,0,62.88,4,5.776
4.174,1,0,39.6,3,5.859
2.652,1,1,52.64,3,9.313
8.302,1,0,60.89,5,7.769
0.406,1,0,41.91,4,0.956
5.457,1,0,46.89,4,6.183
7.622,1,0,58.22,3,9.033
5.424,2,0,52.04,3,10.76
8.955,3,1,53.47,4,30.917
2.695,2,0,51.35,3,4.896
0.507,1,1,49.33,4,5.04
7.702,1,0,44.21,3,10.141
7.488,1,0,37.46,4,11.77
2.837,2,0,45.1,5,6.754
6.652,1,1,49.54,3,15.82
2.8,1,1,48.01,4,12.393
1.301,3,0,46.0,1,4.395
4.042,1,0,55.33,3,5.954
8.132,1,0,45.92,4,9.987
8.77,2,0,47.99,5,16.375
7.194,2,0,49.47,3,14.513
7.256,3,0,40.64,3,26.309
7.203,3,0,66.41,2,15.716
5.085,1,0,43.65,4,6.348
6.952,2,0,42.61,5,15.633
5.862,1,0,41.19,3,9.203
2.909,2,0,51.89,3,4.672
1.277,1,0,57.88,3,2.407
5.075,1,0,42.03,3,7.356
3.342,2,0,53.99,4,6.035
6.892,3,0,34.76,1,29.24
1.312,1,0,55.34,1,3.204
7.139,2,0,53.23,5,12.249
4.196,2,0,44.36,4,9.506
8.558,3,1,42.52,1,34.548
3.702,2,0,61.03,4,5.263
1.55,1,0,28.0,2,4.391
7.872,1,1,55.45,1,15.35
8.236,3,0,45.1,5,27.588
8.182,3,0,49.46,3,25.008
8.837,2,1,48.8,4,26.92
6.359,1,0,50.99,5,6.952
0.745,1,1,48.8,3,7.024
4.239,1,0,41.5,3,6.176
1.852,2,0,49.39,4,3.124
3.655,2,0,44.59,3,8.41
3.174,1,0,50.23,5,2.428
1.512,1,0,44.92,3,2.898
1.371,2,0,50.85,1,2.335
8.68,3,0,41.19,3,30.978
8.445,1,0,29.2,2,18.581
2.406,1,0,57.47,4,3.433
0.223,1,0,52.43,4,0.8
6.892,1,0,44.48,5,10.634
4.015,1,0,45.18,2,5.617
6.116,1,0,37.88,2,10.658
2.948,2,0,44.44,3,6.53
7.686,2,0,40.01,3,19.388
3.425,1,0,43.46,5,7.16
0.544,1,0,37.92,5,0.8
3.276,2,0,52.99,3,4.87
8.131,1,0,50.11,1,10.531
0.314,1,0,42.84,4,0.8
2.569,1,0,49.39,1,4.144
8.696,1,0,48.9,4,12.231
6.508,1,0,52.63,5,7.624
4.901,1,0,46.82,4,6.776
8.848,2,0,43.22,3,19.208
8.837,1,0,49.0,3,11.764
4.058,1,0,48.28,1,5.984
7.423,2,1,46.4,2,23.792
5.23,2,0,44.23,2,12.203
4.892,2,0,62.26,5,7.637
0.731,2,0,50.39,1,0.809
4.908,2,0,33.35,4,14.317
6.639,1,0,49.43,3,7.815
1.821,2,0,55.64,2,3.846
7.305,1,0,51.36,5,8.513
4.273,1,0,49.29,4,5.683
4.562,2,1,54.01,3,12.299
6.48,2,0,45.94,3,13.528
5.933,1,0,57.98,1,7.449
8.088,1,0,59.72,1,8.313
5.413,1,0,41.91,3,8.025
2.146,1,0,36.52,3,4.068
3.321,1,0,41.49,4,5.203
8.351,3,0,61.3,2,20.872
5.885,1,0,41.32,5,8.904
6.401,3,0,57.26,3,16.42
3.358,1,0,46.4,5,4.535
0.743,1,0,58.16,3,2.166
8.392,1,0,38.8,4,13.669
5.631,1,0,51.98,2,7.134
6.391,1,0,44.87,5,9.473
8.771,2,0,45.2,5,18.305
6.055,1,0,42.43,2,7.92
3.953,2,1,44.48,5,14.027
4.462,1,0,44.75,4,7.312
0.867,3,0,52.12,4,2.813
1.141,1,0,54.02,5,0.8
4.073,2,0,43.66,5,9.938
2.592,1,0,59.33,2,2.896
2.976,1,0,48.87,2,3.263
2.579,1,0,35.37,4,5.07
2.927,2,1,46.03,1,11.757
3.971,1,0,49.76,3,5.861
8.36,1,0,48.27,3,8.837
2.598,1,0,37.64,2,5.154
4.89,1,0,45.01,4,7.69
4.236,2,0,51.06,2,9.001
3.449,1,0,50.91,4,4.401
7.763,3,0,47.26,5,25.043
0.954,2,0,61.38,2,1.747
1.141,3,1,45.34,3,11.027
6.333,2,0,44.51,4,13.498
4.995,1,0,48.78,2,5.293
0.222,3,0,54.15,2,1.197
2.487,1,0,39.89,4,4.119
7.635,2,0,59.8,5,12.863
0.235,1,0,50.25,4,0.851
1.28,2,0,47.65,5,3.219
6.402,1,0,58.95,4,7.883
3.053,2,0,44.88,5,6.373
3.506,1,0,46.66,5,3.294
0.426,3,0,50.54,4,0.8
3.825,3,0,47.12,4,12.847
5.996,1,0,41.77,3,9.019
7.783,3,0,57.95,4,19.904
1.611,2,0,45.29,4,2.966
0.439,1,0,47.42,5,0.8
3.824,1,0,38.45,3,6.562
8.429,1,0,52.45,4,10.384
4.687,1,0,47.89,1,5.861
5.873,1,0,52.14,4,7.056
0.965,1,0,48.7,3,1.877
1.108,2,0,47.74,4,2.181
6.448,2,0,33.35,1,17.82
7.688,1,0,43.48,5,10.321
7.474,1,0,45.48,3,9.12
1.068,2,0,49.22,5,1.061
4.845,3,0,48.25,4,13.833
8.162,1,0,57.02,3,8.108
5.378,2,0,45.15,4,11.0
5.885,2,0,53.8,4,9.598
4.42,2,1,43.04,2,16.681
7.459,1,0,68.0,2,6.772
0.974,1,0,42.28,4,2.323
1.769,3,0,44.82,3,4.92
4.398,2,0,51.59,1,8.864
3.737,1,0,40.9,5,4.712
1.525,2,0,43.84,5,3.45
5.868,1,0,47.47,1,8.973
2.812,2,0,54.33,5,4.121
0.797,1,0,51.67,2,1.859
5.509,3,0,49.75,5,16.99
5.356,3,1,56.88,3,21.984
7.484,1,0,51.14,4,8.919
3.695,1,1,44.66,5,11.414
1.858,1,0,45.85,5,3.316
3.78,1,1,57.51,4,11.704
3.108,2,0,52.75,1,7.741
5.317,2,0,30.44,3,18.08
2.03,3,0,54.19,5,4.623
2.289,1,0,45.99,4,3.357
8.215,2,0,47.47,4,18.274
7.536,1,0,39.29,5,11.74
2.44,2,1,45.33,1,13.183
0.211,2,0,40.02,4,0.8
4.361,1,0,44.28,3,5.475
7.532,3,0,46.69,3,24.232
5.374,1,0,50.74,5,6.575
5.333,3,0,44.66,3,18.156
3.077,3,0,46.69,3,10.068
5.184,2,1,46.87,5,12.816
3.917,1,0,53.85,4,4.199
3.438,3,0,35.16,3,15.478
8.322,2,0,55.26,3,15.071
4.42,3,0,43.21,5,15.907
6.955,2,0,53.49,3,12.025
2.554,3,0,41.2,2,9.897
4.616,3,0,58.47,5,11.569
2.873,1,0,48.27,4,4.155
3.075,2,0,48.63,5,6.213
1.69,1,0,42.57,3,3.867
7.631,2,0,37.21,2,20.249
3.241,2,0,53.94,2,6.178
0.445,2,0,44.33,3,1.116
0.968,3,0,54.52,3,2.826
5.174,2,0,50.87,5,8.931
1.692,1,0,48.24,3,3.638
8.286,3,0,32.55,2,38.191
7.493,3,0,51.98,4,22.055
7.948,3,0,44.22,2,27.266
4.519,1,0,46.39,1,6.101
2.618,1,0,42.5,4,3.154
2.171,2,0,45.67,3,4.191
5.58,2,0,47.65,4,10.218
7.312,3,0,51.48,1,22.328
0.603,1,0,46.83,3,0.8
3.866,3,0,46.5,3,12.441
5.587,3,1,33.61,2,31.948
8.463,3,0,49.02,1,26.364
3.864,3,0,57.37,2,11.063
5.062,2,0,62.54,5,7.013
7.841,3,0,53.91,5,20.457
3.354,2,0,50.43,2,7.318
8.583,2,0,48.78,5,17.061
5.896,1,0,47.51,3,7.566
2.13,2,0,45.56,2,4.194
5.157,2,0,50.95,4,9.383
4.076,1,0,55.0,2,5.846
1.306,1,0,53.12,4,2.519
1.292,3,0,48.75,5,4.601
4.1,1,0,46.94,4,4.708
1.737,1,0,40.23,3,3.907
3.114,3,0,37.81,5,13.53
5.36,1,0,42.17,3,9.338
7.058,2,0,45.67,1,15.438
4.177,1,0,48.23,1,6.4
5.207,2,0,57.92,1,8.556
0.735,3,0,38.95,3,3.555
0.253,1,1,48.08,3,9.333
3.907,1,0,51.57,3,5.46
7.22,3,0,39.35,4,28.752
5.697,1,0,50.87,4,7.386
6.53,2,0,51.62,2,12.557
7.261,3,0,49.78,1,22.484
0.801,2,0,38.9,1,2.075
0.588,1,0,41.64,3,1.019
8.369,1,0,50.65,3,9.705
4.902,2,0,42.34,5,12.066
3.986,1,0,40.56,2,5.1
1.481,1,0,44.59,4,1.724
4.196,1,0,43.0,2,7.766
2.81,3,0,64.61,3,6.907
2.409,1,0,46.75,5,2.473
6.797,3,0,51.44,4,18.959
0.485,2,0,50.62,5,0.8
4.479,1,0,57.37,2,4.4
4.742,2,0,44.46,3,9.638
4.982,1,0,50.94,3,6.557
6.923,1,0,39.52,2,11.99
4.976,1,0,49.94,4,6.493
5.808,3,0,49.55,2,18.157
7.771,2,0,43.75,3,16.344
4.143,2,0,47.66,1,9.411
6.691,1,0,56.33,3,6.695
7.081,3,0,53.14,5,19.421
1.591,2,1,54.36,2,10.346
4.399,1,0,42.99,2,6.028
7.769,2,0,45.75,5,15.184
4.763,1,0,52.44,3,5.517
6.197,1,0,44.5,1,9.092
8.261,2,0,40.19,4,19.543
2.89,1,0,55.51,3,3.888
8.422,2,0,42.34,5,18.484
8.004,2,0,43.17,2,18.041
6.497,2,0,38.82,4,14.941
4.255,3,0,57.25,3,11.889
5.739,3,0,41.51,4,20.691
2.403,2,0,51.27,1,6.599
0.384,1,0,39.12,4,1.098
7.1,2,0,52.64,4,13.769
6.481,1,0,56.93,3,6.635
5.323,1,0,63.54,1,5.561
4.362,2,0,30.76,5,12.398
2.348,2,1,45.66,2,10.572
0.848,3,0,52.2,1,2.154
8.036,3,0,49.14,3,23.157
2.806,1,0,50.45,5,4.332
0.998,1,0,49.79,4,1.484
7.083,1,0,56.78,1,9.079
0.677,2,1,54.19,3,5.024
2.179,1,0,56.05,4,2.625
2.315,2,0,50.37,5,5.174
4.193,1,0,52.88,2,4.854
1.865,1,0,43.67,2,3.159
3.959,1,0,50.03,5,3.909
8.986,2,0,44.49,1,18.306
4.913,3,0,43.47,3,17.687
6.484,1,0,46.41,2,8.473
1.918,1,0,48.01,5,2.261
5.214,3,0,51.16,4,15.279
6.007,1,0,47.78,4,8.343
1.489,2,1,56.37,2,7.04
5.518,2,0,41.91,2,13.335
4.377,3,0,36.89,4,18.579
1.14,1,0,45.95,1,1.155
7.897,2,0,37.39,3,20.426
8.265,1,0,41.84,1,12.703
5.746,1,0,43.58,5,7.249
2.779,1,0,58.69,5,3.59
6.244,2,0,41.91,4,14.311
2.918,2,0,54.24,5,6.685
5.807,3,0,47.31,5,19.286
5.497,2,0,59.62,2,10.401
2.118,2,0,42.05,4,4.228
1.635,1,0,48.33,5,2.887
6.567,1,0,56.67,1,8.563
8.812,1,0,48.72,2,12.502
8.012,2,0,52.02,3,15.031
1.43,2,0,31.7,3,5.074
3.368,2,0,53.21,4,6.238
2.724,2,0,47.02,3,5.499
5.503,2,0,48.34,4,12.643
2.642,1,0,40.68,5,3.653
5.387,1,0,36.98,3,9.108
5.332,1,0,49.66,2,7.093
4.758,1,0,48.8,4,6.301
7.319,2,1,36.29,5,24.001
5.238,1,0,44.92,4,6.42
8.811,1,0,52.73,1,10.755
6.132,1,0,56.94,3,6.546
7.512,1,0,42.03,2,10.238
4.295,1,0,55.18,3,4.124
0.872,1,0,45.24,2,1.566
5.08,2,0,51.37,3,9.842
6.373,2,0,52.73,3,11.658
1.618,3,0,49.08,5,3.353
0.857,1,0,49.16,5,2.061
6.193,1,0,33.35,2,11.508
5.32,2,1,52.91,5,17.472
3.516,3,0,48.04,1,10.256
0.702,1,0,51.63,5,2.224
7.857,1,0,49.12,4,9.345
8.355,2,1,33.84,4,30.353
2.943,3,1,33.56,3,17.727
1.641,2,0,59.21,3,3.537
7.498,1,0,60.73,3,9.176
0.291,1,0,42.82,3,1.03
5.292,1,0,43.94,4,7.763
2.88,1,0,32.34,5,6.501
3.245,3,0,45.88,3,12.097
0.318,1,1,37.01,5,8.318
5.385,2,0,47.6,5,10.399
1.273,3,0,57.17,1,4.199
3.134,1,0,32.37,5,5.718
0.99,1,0,61.33,5,0.8
3.861,1,0,54.56,3,4.156
5.705,2,0,61.96,4,9.774
2.781,1,0,28.47,2,6.122
1.964,2,0,50.4,2,5.108
2.501,2,0,57.06,3,3.927
6.034,1,0,53.2,3,8.205
5.624,1,0,46.05,1,7.303
4.512,2,0,51.49,2,9.4
4.927,1,0,42.68,4,6.894
2.903,1,0,46.47,1,3.869
2.233,1,0,45.88,5,2.447
3.709,1,0,40.38,1,7.257
2.087,2,0,61.22,1,4.437
4.277,1,0,62.74,4,3.185
4.331,1,0,45.73,2,7.231
0.843,2,0,39.89,4,3.14
8.877,2,0,51.31,2,15.673
0.218,1,0,67.37,5,0.8
7.404,2,0,50.97,2,14.349
4.633,3,0,46.95,2,15.149
3.523,3,0,44.05,4,12.912
6.766,1,0,54.54,5,7.141
4.442,2,1,48.9,3,13.391
2.451,3,0,43.5,2,8.7
7.618,2,0,53.49,3,14.346
2.847,2,0,40.39,2,7.935
0.501,1,0,46.81,2,1.803
6.022,3,0,45.89,1,21.247
6.995,2,0,49.02,3,14.435
6.425,2,0,40.51,2,16.224
2.288,1,0,43.59,5,3.557
4.543,1,0,42.91,5,6.847
5.348,1,1,52.6,3,14.414
4.364,2,0,53.86,5,7.502
6.678,1,0,55.09,1,8.501
0.334,1,0,45.77,4,0.8
2.423,2,0,44.88,2,6.141
8.669,3,0,49.15,4,27.638
0.561,1,0,47.78,2,0.913
3.525,1,0,55.08,3,4.204
1.581,1,0,55.08,3,2.932
6.307,1,0,52.43,1,8.432
7.083,2,0,40.7,5,16.688
2.273,1,0,47.83,4,2.891
6.625,2,0,61.47,3,9.972
0.997,3,0,43.29,2,3.842
0.238,1,0,42.37,1,2.457
1.967,2,0,44.37,3,4.735
4.231,1,0,54.18,3,5.611
6.015,2,0,62.69,4,9.217
4.068,2,0,47.36,3,8.55
1.365,2,0,40.31,3,4.734
0.448,2,0,51.99,4,0.8
6.317,2,0,50.35,3,11.315
3.374,1,0,53.11,4,4.133
3.897,2,0,47.91,3,8.396
2.396,2,0,40.07,3,5.671
5.767,1,0,43.52,3,8.504
2.069,2,0,56.05,3,3.468
4.984,2,0,44.88,2,10.998
6.455,1,0,44.62,5,8.326
2.215,2,0,35.15,3,6.588
4.824,3,0,47.32,4,16.202
5.993,2,0,43.74,5,11.96
7.254,2,0,39.46,1,17.202
8.192,1,0,52.97,4,10.024
5.41,3,0,40.41,2,20.863
5.148,2,0,52.89,1,11.061
7.111,1,0,61.35,3,7.674
2.237,3,0,54.61,3,5.38
4.302,2,0,53.55,5,6.793
2.599,3,0,60.09,3,7.636
2.224,2,0,47.08,2,5.086
6.721,2,0,46.66,5,13.875
0.437,1,0,43.16,1,1.877
4.313,2,0,44.45,4,10.414
5.271,2,0,45.24,3,10.403
5.861,1,0,49.13,2,7.256
7.529,2,0,40.53,3,17.377
7.224,3,0,46.45,3,24.803
1.81,2,0,51.5,1,3.692
2.653,3,0,34.59,3,12.567
7.045,3,0,47.2,5,22.274
8.934,1,0,47.63,1,12.394
1.982,3,0,49.5,5,5.01
8.868,1,0,51.31,5,11.356
1.687,1,1,44.4,5,8.464
4.692,1,0,50.86,5,5.204
1.276,2,0,53.31,5,2.218
6.85,2,0,44.65,4,14.785
1.988,2,1,50.77,2,11.485
3.617,2,0,42.3,2,7.355
2.069,1,0,53.99,5,2.83
1.93,2,0,49.95,4,4.214
1.046,2,1,62.73,3,7.47
1.016,1,0,55.78,4,1.714
8.77,1,0,49.27,3,9.919
7.299,1,0,39.79,5,11.526
5.975,1,0,37.79,1,9.313
5.132,1,0,65.29,4,6.778
1.701,1,0,52.89,3,1.948
1.423,1,0,46.94,4,3.042
7.703,2,0,43.99,4,16.699
7.617,2,0,45.87,3,16.501
2.586,3,0,52.27,5,7.589
2.967,1,0,45.45,4,5.417
1.136,1,0,51.51,3,1.319
1.576,2,0,58.17,3,3.421
5.266,1,0,42.11,1,8.433
1.936,1,0,48.23,5,2.747
1.67,2,0,54.65,3,3.216
6.127,1,0,48.83,3,7.201
7.603,1,0,46.63,5,10.253
2.168,2,0,43.54,2,6.911
3.352,1,0,42.38,5,5.314
6.391,2,0,50.79,3,12.657
2.334,1,0,54.65,3,3.461
3.103,2,0,43.59,1,6.227
0.909,1,0,51.35,3,1.507
4.996,3,1,35.75,5,30.107
8.56,2,0,57.54,4,13.742
4.158,3,0,45.45,3,13.564
6.584,3,1,44.31,4,26.035
6.951,2,0,43.5,4,16.012
0.392,1,0,47.32,5,0.8
4.076,3,0,32.68,2,17.94
1.268,1,0,53.05,2,4.098
2.635,1,0,41.79,2,4.413
7.873,2,0,35.01,3,20.739
1.544,1,1,40.3,4,6.411
7.72,2,0,47.21,3,16.265
0.42,2,0,43.51,5,1.284
4.096,1,0,53.56,4,4.236
4.751,3,0,58.89,1,13.149
0.416,3,0,47.46,2,2.081
8.141,1,0,44.8,3,11.415
5.529,1,0,45.04,4,7.957
4.718,2,0,50.95,2,9.136
5.627,1,0,47.04,3,7.125
2.095,1,0,34.9,5,3.598
5.922,2,0,42.48,4,14.814
5.684,2,0,52.58,4,11.074
6.945,1,0,43.66,3,10.64
6.989,2,0,51.82,1,14.617
5.654,2,0,47.18,3,13.14
4.276,2,0,55.54,1,8.086
1.571,1,0,42.97,4,1.393
5.245,2,0,36.84,2,13.373
0.229,1,1,52.02,3,6.251
7.989,3,0,47.13,5,24.193
5.16,1,0,49.07,1,6.67
3.051,1,0,41.28,2,5.288
6.266,3,0,44.85,5,19.903
3.332,2,0,44.27,5,7.704
4.652,3,1,48.25,2,17.806
3.26,1,0,44.16,3,5.67
7.343,1,0,52.56,4,9.175
3.335,2,0,54.57,3,6.077
1.62,1,0,46.22,1,2.961
1.288,1,0,39.76,5,0.8
7.812,1,0,57.57,3,8.846
7.794,2,0,51.32,2,14.771
3.337,2,0,51.08,4,6.308
3.69,2,0,56.98,5,5.999
6.559,1,0,47.71,1,7.768
3.816,1,0,53.29,3,5.044
4.18,3,0,52.22,1,12.356
4.19,2,0,49.72,1,8.967
4.8,1,0,42.7,5,6.397
3.426,1,0,51.11,2,3.423
1.915,3,0,46.25,3,5.839
4.297,2,0,43.66,3,10.553
7.645,1,1,47.57,3,16.778
7.559,2,0,55.6,3,13.618
2.574,1,0,54.48,1,3.144
6.249,2,0,47.49,4,11.353
1.985,2,0,48.5,3,5.585
